domain,xcoord,ycoord
Inner Borderland Rift,-119.302228999999997,33.667793000000003
Inner Borderland Rift,-119.348027999999999,33.744138999999997
Inner Borderland Rift,-119.373472000000007,33.786524000000000
Inner Borderland Rift,-119.414180999999999,33.824652000000000
Inner Borderland Rift,-119.475245000000001,33.858528999999997
Inner Borderland Rift,-119.571924766662704,33.922079648777988
Inner Borderland Rift,-119.595756510776098,33.945584930643193
Inner Borderland Rift,-119.592032000000003,33.945793999999999
Inner Borderland Rift,-119.578085000000002,33.949464999999996
Inner Borderland Rift,-119.570239999999998,33.952401999999999
Inner Borderland Rift,-119.562393999999998,33.957541999999997
Inner Borderland Rift,-119.557164000000000,33.960478999999999
Inner Borderland Rift,-119.548446999999996,33.966352999999998
Inner Borderland Rift,-119.530174239618205,33.983334568505128
Inner Borderland Rift,-119.526640000000000,33.983494000000000
Inner Borderland Rift,-119.518181999999996,33.983969000000002
Inner Borderland Rift,-119.510412000000002,33.984271999999997
Inner Borderland Rift,-119.506422999999998,33.984166000000002
Inner Borderland Rift,-119.497069999999994,33.984298000000003
Inner Borderland Rift,-119.485652000000002,33.984091999999997
Inner Borderland Rift,-119.476643999999993,33.984279000000001
Inner Borderland Rift,-119.470590999999999,33.983944000000001
Inner Borderland Rift,-119.464538000000005,33.983784999999997
Inner Borderland Rift,-119.456695999999994,33.982995000000003
Inner Borderland Rift,-119.451397999999998,33.982314000000002
Inner Borderland Rift,-119.445620000000005,33.981405000000002
Inner Borderland Rift,-119.442937999999998,33.981524000000000
Inner Borderland Rift,-119.438811000000001,33.981414000000001
Inner Borderland Rift,-119.431450999999996,33.980967000000000
Inner Borderland Rift,-119.423610999999994,33.980462000000003
Inner Borderland Rift,-119.416732999999994,33.980356000000000
Inner Borderland Rift,-119.412813999999997,33.980761999999999
Inner Borderland Rift,-119.406693000000004,33.980252999999998
Inner Borderland Rift,-119.404217000000003,33.980198000000009
Inner Borderland Rift,-119.402428000000000,33.980027999999997
Inner Borderland Rift,-119.395070000000004,33.980209000000002
Inner Borderland Rift,-119.390598999999995,33.979871000000003
Inner Borderland Rift,-119.387022999999999,33.979816000000000
Inner Borderland Rift,-119.382345000000001,33.978788000000002
Inner Borderland Rift,-119.377392999999998,33.978219000000003
Inner Borderland Rift,-119.372715999999997,33.977764000000001
Inner Borderland Rift,-119.365976000000003,33.977483999999997
Inner Borderland Rift,-119.357104000000007,33.977262000000003
Inner Borderland Rift,-119.345962999999998,33.977213999999996
Inner Borderland Rift,-119.341149999999999,33.977504000000003
Inner Borderland Rift,-119.335098000000002,33.977564999999998
Inner Borderland Rift,-119.325605999999993,33.975678000000002
Inner Borderland Rift,-119.320930000000004,33.975622000000001
Inner Borderland Rift,-119.316941999999997,33.976140999999998
Inner Borderland Rift,-119.311441000000002,33.976087000000000
Inner Borderland Rift,-119.305938999999995,33.975628000000000
Inner Borderland Rift,-119.300093000000004,33.975001000000013
Inner Borderland Rift,-119.289640000000006,33.974887000000003
Inner Borderland Rift,-119.282351000000006,33.975234999999998
Inner Borderland Rift,-119.276368000000005,33.976151999999999
Inner Borderland Rift,-119.272516999999993,33.976956000000001
Inner Borderland Rift,-119.266739999999999,33.978563000000001
Inner Borderland Rift,-119.263988999999995,33.979135999999997
Inner Borderland Rift,-119.261376999999996,33.979939000000002
Inner Borderland Rift,-119.259556696540400,33.980537261728927
Inner Borderland Rift,-119.257868999999999,33.980972999999999
Inner Borderland Rift,-119.238330000000005,33.982446000000003
Inner Borderland Rift,-119.231318000000002,33.983477000000001
Inner Borderland Rift,-119.223822999999996,33.984392000000000
Inner Borderland Rift,-119.216397999999998,33.984445000000001
Inner Borderland Rift,-119.210554000000002,33.984385000000003
Inner Borderland Rift,-119.202922999999998,33.984324000000001
Inner Borderland Rift,-119.196252999999999,33.984323000000003
Inner Borderland Rift,-119.189378000000005,33.984088000000000
Inner Borderland Rift,-119.184084999999996,33.983283000000000
Inner Borderland Rift,-119.178036000000006,33.981788000000002
Inner Borderland Rift,-119.171987999999999,33.981095000000003
Inner Borderland Rift,-119.167725000000004,33.981150000000000
Inner Borderland Rift,-119.161674000000005,33.981718000000001
Inner Borderland Rift,-119.159198000000004,33.981772999999997
Inner Borderland Rift,-119.152736000000004,33.982171000000001
Inner Borderland Rift,-119.147785999999996,33.981878999999999
Inner Borderland Rift,-119.140293000000000,33.981068999999998
Inner Borderland Rift,-119.136236999999994,33.981006999999998
Inner Borderland Rift,-119.131906999999998,33.980831000000002
Inner Borderland Rift,-119.126406000000003,33.980882000000001
Inner Borderland Rift,-119.122763000000006,33.980420000000002
Inner Borderland Rift,-119.119051999999996,33.980012000000002
Inner Borderland Rift,-119.114309000000006,33.979318999999997
Inner Borderland Rift,-119.110185000000001,33.978338999999998
Inner Borderland Rift,-119.105649999999997,33.977589000000002
Inner Borderland Rift,-119.101456999999996,33.977297000000000
Inner Borderland Rift,-119.096714000000006,33.976945999999998
Inner Borderland Rift,-119.093757999999994,33.976827000000000
Inner Borderland Rift,-119.089359999999999,33.976019000000001
Inner Borderland Rift,-119.085511999999994,33.975096999999998
Inner Borderland Rift,-119.080974999999995,33.974744999999999
Inner Borderland Rift,-119.076440000000005,33.974162999999997
Inner Borderland Rift,-119.072248999999999,33.973184000000003
Inner Borderland Rift,-119.068468999999993,33.972777000000001
Inner Borderland Rift,-119.064895000000007,33.972371000000003
Inner Borderland Rift,-119.059325999999999,33.972417999999998
Inner Borderland Rift,-119.054927000000006,33.972296000000000
Inner Borderland Rift,-119.050459000000004,33.972000999999999
Inner Borderland Rift,-119.044822999999994,33.971761999999998
Inner Borderland Rift,-119.040149000000000,33.971753000000000
Inner Borderland Rift,-119.035819000000004,33.971172000000003
Inner Borderland Rift,-119.031628999999995,33.970534999999998
Inner Borderland Rift,-119.028057000000004,33.969495000000002
Inner Borderland Rift,-119.024963999999997,33.968972000000001
Inner Borderland Rift,-119.021736000000004,33.968279000000003
Inner Borderland Rift,-119.018095000000002,33.967413000000001
Inner Borderland Rift,-119.013561999999993,33.965910999999998
Inner Borderland Rift,-119.008821999999995,33.965212999999999
Inner Borderland Rift,-119.005110999999999,33.964860999999999
Inner Borderland Rift,-119.002087000000003,33.964626000000003
Inner Borderland Rift,-118.997620999999995,33.964215000000003
Inner Borderland Rift,-118.994733999999994,33.964036999999998
Inner Borderland Rift,-118.991782000000001,33.962999000000003
Inner Borderland Rift,-118.985742000000002,33.960403999999997
Inner Borderland Rift,-118.979629000000003,33.959012999999999
Inner Borderland Rift,-118.975713999999996,33.958145999999999
Inner Borderland Rift,-118.971456000000003,33.957332000000001
Inner Borderland Rift,-118.968297000000007,33.956580000000002
Inner Borderland Rift,-118.966374999999999,33.955713000000003
Inner Borderland Rift,-118.963424000000003,33.954673999999997
Inner Borderland Rift,-118.960196999999994,33.953634000000001
Inner Borderland Rift,-118.955252999999999,33.952361000000003
Inner Borderland Rift,-118.950996000000004,33.951318999999998
Inner Borderland Rift,-118.948797999999996,33.950910999999998
Inner Borderland Rift,-118.945224999999994,33.950902999999997
Inner Borderland Rift,-118.943506999999997,33.951441000000003
Inner Borderland Rift,-118.932372000000001,33.951903999999999
Inner Borderland Rift,-118.916573999999997,33.954870000000000
Inner Borderland Rift,-118.906244999999998,33.955333000000003
Inner Borderland Rift,-118.893480999999994,33.958306000000000
Inner Borderland Rift,-118.878292000000002,33.961269999999999
Inner Borderland Rift,-118.868570000000005,33.961227000000001
Inner Borderland Rift,-118.858239999999995,33.961181000000003
Inner Borderland Rift,-118.846086000000000,33.961126000000000
Inner Borderland Rift,-118.833867999999995,33.961364000000003
Inner Borderland Rift,-118.818731000000000,33.961291000000003
Inner Borderland Rift,-118.801872000000003,33.962643000000000
Inner Borderland Rift,-118.785689000000005,33.968012000000002
Inner Borderland Rift,-118.766249999999999,33.972824000000003
Inner Borderland Rift,-118.750165999999993,33.976073999999997
Inner Borderland Rift,-118.729265999999996,33.977899999999998
Inner Borderland Rift,-118.704181000000005,33.979787000000002
Inner Borderland Rift,-118.669582000000005,33.984808000000001
Inner Borderland Rift,-118.638587000000001,33.990763999999999
Inner Borderland Rift,-118.606416999999993,33.998227000000000
Inner Borderland Rift,-118.583822999999995,34.006042000000001
Inner Borderland Rift,-118.565999000000005,34.013286999999998
Inner Borderland Rift,-118.546345000000002,34.018557000000001
Inner Borderland Rift,-118.524867000000000,34.022351999999998
Inner Borderland Rift,-118.505780999999999,34.026111999999998
Inner Borderland Rift,-118.463636633649301,34.044115700897812
Inner Borderland Rift,-118.462137930583097,34.044223677995170
Inner Borderland Rift,-118.461211634645295,34.045151639043901
Inner Borderland Rift,-118.460181162106593,34.044447031033783
Inner Borderland Rift,-118.458524429496805,34.045160723521427
Inner Borderland Rift,-118.457518659462295,34.045655953623303
Inner Borderland Rift,-118.455269599556701,34.047052464978051
Inner Borderland Rift,-118.453780217907607,34.048005969720052
Inner Borderland Rift,-118.451331441400697,34.048567603130429
Inner Borderland Rift,-118.450317452630202,34.048615155529632
Inner Borderland Rift,-118.447751635034706,34.048856560832967
Inner Borderland Rift,-118.446509588893903,34.048961650561822
Inner Borderland Rift,-118.444022472156007,34.049503018427373
Inner Borderland Rift,-118.441800061962994,34.050163673822183
Inner Borderland Rift,-118.439838468138703,34.050883934088368
Inner Borderland Rift,-118.437654358477999,34.051691590620507
Inner Borderland Rift,-118.435051614103600,34.052632320422568
Inner Borderland Rift,-118.433865962821997,34.052662791275061
Inner Borderland Rift,-118.431807281412304,34.054200444582477
Inner Borderland Rift,-118.430557174053604,34.054879362412500
Inner Borderland Rift,-118.429442937710704,34.055515120485893
Inner Borderland Rift,-118.428224230900099,34.056241556016339
Inner Borderland Rift,-118.427318781130495,34.056761300208990
Inner Borderland Rift,-118.425730665608796,34.057751896920117
Inner Borderland Rift,-118.424878225417402,34.058274741891339
Inner Borderland Rift,-118.423897740130002,34.058895935541372
Inner Borderland Rift,-118.422714455590693,34.059650720762050
Inner Borderland Rift,-118.421818720638498,34.060229209300012
Inner Borderland Rift,-118.419798858885500,34.061763465893193
Inner Borderland Rift,-118.418961661823801,34.062555217091443
Inner Borderland Rift,-118.418050182455005,34.063502812549977
Inner Borderland Rift,-118.417046833453895,34.064607932943829
Inner Borderland Rift,-118.415803921274900,34.066213684470043
Inner Borderland Rift,-118.414959014076402,34.067340703496171
Inner Borderland Rift,-118.411620999999997,34.062019999999997
Inner Borderland Rift,-118.403104999999996,34.052011000000000
Inner Borderland Rift,-118.402218000000005,34.048444000000003
Inner Borderland Rift,-118.394569000000004,34.034638999999999
Inner Borderland Rift,-118.381066000000004,34.020854999999997
Inner Borderland Rift,-118.374025000000003,34.015526000000001
Inner Borderland Rift,-118.369033000000002,34.009743000000000
Inner Borderland Rift,-118.363151999999999,33.999724000000001
Inner Borderland Rift,-118.337075999999996,33.965550000000000
Inner Borderland Rift,-118.317490000000006,33.931086000000001
Inner Borderland Rift,-118.274123000000003,33.916482999999999
Inner Borderland Rift,-118.245751999999996,33.876010999999998
Inner Borderland Rift,-118.228977000000000,33.868845000000000
Inner Borderland Rift,-118.210341000000000,33.845618000000002
Inner Borderland Rift,-118.202573999999998,33.828479999999999
Inner Borderland Rift,-118.192306000000002,33.817644000000001
Inner Borderland Rift,-118.175143000000006,33.803302000000002
Inner Borderland Rift,-118.165774999999996,33.796480000000003
Inner Borderland Rift,-118.161095000000003,33.802154000000002
Inner Borderland Rift,-118.151295000000005,33.791128999999998
Inner Borderland Rift,-118.148955999999998,33.792957999999999
Inner Borderland Rift,-118.136509000000004,33.781934000000000
Inner Borderland Rift,-118.122777999999997,33.770448999999999
Inner Borderland Rift,-118.105941000000001,33.758710999999998
Inner Borderland Rift,-118.088115000000002,33.746419000000010
Inner Borderland Rift,-118.082549999999998,33.741266000000003
Inner Borderland Rift,-118.064325999999994,33.723238000000002
Inner Borderland Rift,-118.051209000000000,33.709932000000002
Inner Borderland Rift,-118.032770999999997,33.696233999999997
Inner Borderland Rift,-118.010960999999995,33.684095999999997
Inner Borderland Rift,-117.989984000000007,33.674413000000001
Inner Borderland Rift,-117.976922000000002,33.659444999999998
Inner Borderland Rift,-117.965697000000006,33.646335000000001
Inner Borderland Rift,-117.953453999999994,33.634855999999999
Inner Borderland Rift,-117.921835999999999,33.608603000000002
Inner Borderland Rift,-117.882774999999995,33.594566999999998
Inner Borderland Rift,-117.873473000000004,33.572963000000001
Inner Borderland Rift,-117.857577000000006,33.561784000000003
Inner Borderland Rift,-117.844769999999997,33.556489999999997
Inner Borderland Rift,-117.823988999999997,33.541410999999997
Inner Borderland Rift,-117.811468639959600,33.533696460618060
Inner Borderland Rift,-117.801092999999995,33.513748999999997
Inner Borderland Rift,-117.777542999999994,33.487856000000001
Inner Borderland Rift,-117.760074000000003,33.464813999999997
Inner Borderland Rift,-117.749605000000003,33.451855999999999
Inner Borderland Rift,-117.734547000000006,33.429552000000001
Inner Borderland Rift,-117.720797000000005,33.412236000000000
Inner Borderland Rift,-117.705010999999999,33.395197000000003
Inner Borderland Rift,-117.687743999999995,33.377696999999998
Inner Borderland Rift,-117.672556999999998,33.356558999999997
Inner Borderland Rift,-117.662507000000005,33.347448999999997
Inner Borderland Rift,-117.652017999999998,33.327970999999998
Inner Borderland Rift,-117.643107000000001,33.306818000000000
Inner Borderland Rift,-117.626616999999996,33.270947000000000
Inner Borderland Rift,-117.629118000000005,33.259359000000003
Inner Borderland Rift,-117.625213000000002,33.241736000000010
Inner Borderland Rift,-117.621111999999997,33.223224999999999
Inner Borderland Rift,-117.603812000000005,33.211010999999999
Inner Borderland Rift,-117.591915000000000,33.197830000000003
Inner Borderland Rift,-117.580403000000004,33.185076000000002
Inner Borderland Rift,-117.563907000000000,33.161999999999999
Inner Borderland Rift,-117.553466999999998,33.143236000000002
Inner Borderland Rift,-117.538736999999998,33.125214000000000
Inner Borderland Rift,-117.530192999999997,33.107495999999998
Inner Borderland Rift,-117.521326999999999,33.089112999999998
Inner Borderland Rift,-117.512570999999994,33.072541999999999
Inner Borderland Rift,-117.505686999999995,33.059513000000003
Inner Borderland Rift,-117.500290000000007,33.039803999999997
Inner Borderland Rift,-117.494981999999993,33.020417999999999
Inner Borderland Rift,-117.490601999999996,33.005118000000003
Inner Borderland Rift,-117.484656000000001,32.984352000000001
Inner Borderland Rift,-117.485436000000007,32.972223999999997
Inner Borderland Rift,-117.486238000000000,32.959746000000003
Inner Borderland Rift,-117.489258246147202,32.953964695040860
Inner Borderland Rift,-117.483436413945199,32.920489159879452
Inner Borderland Rift,-117.477052212775504,32.885376053445782
Inner Borderland Rift,-117.443535156634198,32.834302444087719
Inner Borderland Rift,-117.400441798738399,32.767268331805248
Inner Borderland Rift,-117.333407686455899,32.716194722447177
Inner Borderland Rift,-117.280178632641594,32.652006745788761
Mojavia,-115.159891063549495,32.844417692624802
Mojavia,-115.161575473255397,32.846295712641663
Mojavia,-115.163656010178300,32.848078978221110
Mojavia,-115.264215913618898,32.960733904771047
Mojavia,-115.391324351634395,33.092638887617312
Mojavia,-115.531623287934494,33.219747325632802
Mojavia,-115.640744682834594,33.290496361886710
Mojavia,-115.711023173553897,33.342343388098428
Mojavia,-115.712372076508700,33.343704587255303
Mojavia,-115.713323038193295,33.344664078873222
Mojavia,-115.714690475734500,33.345684644431138
Mojavia,-115.716974148449694,33.348347938847738
Mojavia,-115.721085371543296,33.352495239256697
Mojavia,-115.730402893345698,33.361893058979042
Mojavia,-115.736099321755205,33.367636778699399
Mojavia,-115.736831601532600,33.368366029035883
Mojavia,-115.743851323925298,33.375426514395024
Mojavia,-115.751804052631499,33.383423679093227
Mojavia,-115.757520225420507,33.387469559113129
Mojavia,-115.765296174508805,33.392831470865957
Mojavia,-115.774226107782297,33.398988394778158
Mojavia,-115.778514030303498,33.401944527003216
Mojavia,-115.780827554504299,33.403539126148729
Mojavia,-115.782113903278798,33.404425758008678
Mojavia,-115.784139681845900,33.405885707538552
Mojavia,-115.792655628707095,33.412070365857112
Mojavia,-115.806542817140894,33.422151426048238
Mojavia,-115.820921837032401,33.432586652551578
Mojavia,-115.824209897157800,33.434972384912321
Mojavia,-115.828869504366295,33.438659852279272
Mojavia,-115.831684406043607,33.440911407662860
Mojavia,-115.839733675820995,33.447347597979423
Mojavia,-115.846068873557101,33.452412231540677
Mojavia,-115.850169064557406,33.455689109837998
Mojavia,-115.861618065527594,33.464837656880547
Mojavia,-115.867582551470505,33.469602139132057
Mojavia,-115.874633679930895,33.475234130480480
Mojavia,-115.880342119971601,33.479793032087933
Mojavia,-115.891518423670803,33.488717091386420
Mojavia,-115.900402108616106,33.495808715260978
Mojavia,-115.905698832443207,33.500036004411619
Mojavia,-115.908445823286399,33.502227907330067
Mojavia,-115.910296147763802,33.503701194336500
Mojavia,-115.914336063990604,33.507534942214413
Mojavia,-115.929199125892893,33.521635780611703
Mojavia,-115.944188405424498,33.535849948411737
Mojavia,-115.945539645458197,33.537131031838072
Mojavia,-115.949108223841293,33.540513912964258
Mojavia,-115.956706606987893,33.547715750106050
Mojavia,-115.962518690983103,33.553223503420071
Mojavia,-115.966022242949904,33.556543213207171
Mojavia,-115.968053404385898,33.558467406239458
Mojavia,-115.975735626001594,33.565744468376863
Mojavia,-115.977089924126702,33.567005368555130
Mojavia,-115.979678735695799,33.569187644639690
Mojavia,-115.985866448961104,33.574403176268483
Mojavia,-115.990275947124601,33.578119286614381
Mojavia,-115.998206369643498,33.584801048885318
Mojavia,-116.004030648924697,33.589707444829131
Mojavia,-116.007836859972997,33.592913812097471
Mojavia,-116.012289724216998,33.596664185276268
Mojavia,-116.021176006596093,33.604147110194148
Mojavia,-116.022233718591394,33.605037656283407
Mojavia,-116.025955653048598,33.608171071826007
Mojavia,-116.027777085518295,33.609704345555549
Mojavia,-116.028566735507695,33.610355063666162
Mojavia,-116.030374456371703,33.611748680039767
Mojavia,-116.037185403565303,33.616998803182632
Mojavia,-116.039846119477502,33.619049494732842
Mojavia,-116.051797651658504,33.628259124867277
Mojavia,-116.055606391126602,33.631193486019889
Mojavia,-116.064757249566398,33.638242149387168
Mojavia,-116.067063447702296,33.640018230969531
Mojavia,-116.069059978300899,33.641555820921653
Mojavia,-116.070052048534507,33.642318568127628
Mojavia,-116.071551150172496,33.643617382276886
Mojavia,-116.076735052872806,33.648162513428673
Mojavia,-116.082377438217506,33.653109153708058
Mojavia,-116.087704596081693,33.657778975919001
Mojavia,-116.095808371331898,33.664881100528312
Mojavia,-116.099274973942897,33.667918791749898
Mojavia,-116.101715196357105,33.670056885622181
Mojavia,-116.103201923370904,33.671367982912543
Mojavia,-116.111484895635996,33.678646966355522
Mojavia,-116.121576519807903,33.687513019305193
Mojavia,-116.122741165329003,33.688536082830360
Mojavia,-116.124806731239900,33.690350393131382
Mojavia,-116.128588004171505,33.693671485616051
Mojavia,-116.130629233279294,33.695331007816833
Mojavia,-116.132792914307004,33.697052870092953
Mojavia,-116.136451230462995,33.699963907248282
Mojavia,-116.143899050761803,33.705889231491817
Mojavia,-116.151014884782001,33.711549711310283
Mojavia,-116.156543904642106,33.715946711381527
Mojavia,-116.166804103043305,33.724104948217793
Mojavia,-116.168126108938196,33.725222927645227
Mojavia,-116.170912378994601,33.727686543160729
Mojavia,-116.174231550989802,33.730620892046893
Mojavia,-116.184321225291299,33.739539273940558
Mojavia,-116.187446902920300,33.742301545096787
Mojavia,-116.188251120850893,33.743004828105427
Mojavia,-116.189455723353007,33.743871320801233
Mojavia,-116.195146031343498,33.747963984262938
Mojavia,-116.202232585560694,33.753059590311572
Mojavia,-116.210796912169300,33.759216483047311
Mojavia,-116.217068076046502,33.763723852584910
Mojavia,-116.218460684269900,33.764733998058531
Mojavia,-116.224156280436702,33.768921205433053
Mojavia,-116.229255294629596,33.772668768908559
Mojavia,-116.236800929226504,33.778212954468202
Mojavia,-116.237139481489393,33.779368611339642
Mojavia,-116.238245571112898,33.779919197754268
Mojavia,-116.243257943567400,33.784920178024080
Mojavia,-116.246311704456403,33.787460517013869
Mojavia,-116.250021081620204,33.790285278172718
Mojavia,-116.251397771038398,33.791332580337588
Mojavia,-116.257707283846202,33.796017765017559
Mojavia,-116.259883286079699,33.797693698388002
Mojavia,-116.260846539975404,33.798292820609610
Mojavia,-116.266460191672394,33.801788893876903
Mojavia,-116.271890512556794,33.806348830958441
Mojavia,-116.274084246223296,33.808075210335822
Mojavia,-116.276536102967597,33.810095966801818
Mojavia,-116.277538285316894,33.810919530346389
Mojavia,-116.279116592748693,33.812218114286622
Mojavia,-116.281016937564701,33.813782217482292
Mojavia,-116.282826834477206,33.815296231899822
Mojavia,-116.287223619330007,33.818973877677259
Mojavia,-116.291316144130704,33.822308735128509
Mojavia,-116.292963072626605,33.823665032788078
Mojavia,-116.294134486556899,33.824636271281008
Mojavia,-116.294930755691695,33.825297514355277
Mojavia,-116.303343193229495,33.832021352506729
Mojavia,-116.306805147527299,33.835391796175202
Mojavia,-116.308107688598895,33.836498711555620
Mojavia,-116.311054469576703,33.839066710270266
Mojavia,-116.312662899983195,33.840474882070708
Mojavia,-116.315113236811200,33.842437091967618
Mojavia,-116.317894273888200,33.844879222432773
Mojavia,-116.322476280236401,33.848332727728518
Mojavia,-116.326570467051297,33.850651681462622
Mojavia,-116.332188231779895,33.853833168214898
Mojavia,-116.334018930854896,33.854869823681149
Mojavia,-116.337310475956798,33.856780485107862
Mojavia,-116.339582370409801,33.857973951709582
Mojavia,-116.340546080892196,33.858490514826073
Mojavia,-116.344721144242499,33.860728275781490
Mojavia,-116.355943367877003,33.866741989696948
Mojavia,-116.359454144073993,33.868669981283162
Mojavia,-116.363420707879499,33.870861144107387
Mojavia,-116.372754449813698,33.876018177101358
Mojavia,-116.376183942612002,33.877910191735793
Mojavia,-116.377870962370594,33.878840346031140
Mojavia,-116.380067371849805,33.880094693078142
Mojavia,-116.381707035305297,33.881069509224837
Mojavia,-116.388790110867603,33.885507570567839
Mojavia,-116.397356628614702,33.890872424271969
Mojavia,-116.398935514444304,33.891860383442008
Mojavia,-116.405073821130102,33.895205988477528
Mojavia,-116.413534754890705,33.899830449851102
Mojavia,-116.417664926081997,33.902092737583963
Mojavia,-116.419043997846003,33.902847260248592
Mojavia,-116.420895511358495,33.903976935354997
Mojavia,-116.429136300546503,33.909449380919227
Mojavia,-116.434208631234895,33.912812961822368
Mojavia,-116.437396098187307,33.914921505974363
Mojavia,-116.438690825161601,33.915770613425259
Mojavia,-116.440004093628900,33.916599288485322
Mojavia,-116.446974303662202,33.921215714939173
Mojavia,-116.447867222197999,33.921807009056003
Mojavia,-116.460845182426098,33.930384939761737
Mojavia,-116.461701470621904,33.930950819309963
Mojavia,-116.462975390600704,33.931864896845681
Mojavia,-116.466195739414502,33.934114465298897
Mojavia,-116.476590981494496,33.941392129093188
Mojavia,-116.480840196675203,33.944361914846468
Mojavia,-116.487052667656499,33.948707103185988
Mojavia,-116.488342480005997,33.949643321126068
Mojavia,-116.489816729452500,33.950726072195152
Mojavia,-116.493364928205594,33.953470564574857
Mojavia,-116.494576646393895,33.954407240444532
Mojavia,-116.502287188956998,33.960366043753119
Mojavia,-116.507808078640494,33.964630560579003
Mojavia,-116.508612519759197,33.965251919006782
Mojavia,-116.513621938638906,33.969122095568011
Mojavia,-116.515522741450098,33.970508916058350
Mojavia,-116.520335006257497,33.974023564620182
Mojavia,-116.530721979789305,33.981601981034068
Mojavia,-116.535161172419095,33.984324290347203
Mojavia,-116.538094742381702,33.986146446014232
Mojavia,-116.547249229589994,33.991831873204930
Mojavia,-116.551771630953596,33.994639995585892
Mojavia,-116.562400460676500,33.999721836835093
Mojavia,-116.567034669905894,34.001937059462527
Mojavia,-116.571006006046105,34.004423460211477
Mojavia,-116.579347232670798,34.007540419418277
Mojavia,-116.591651940920400,34.012031374320713
Mojavia,-116.593163765157996,34.012586695746847
Mojavia,-116.594850062975297,34.013296812441510
Mojavia,-116.598873429232100,34.014504629568698
Mojavia,-116.609730651582495,34.017676226502488
Mojavia,-116.615778768332305,34.019522164774934
Mojavia,-116.617177246852705,34.019944301371183
Mojavia,-116.624253584526102,34.021551850106150
Mojavia,-116.625528167668804,34.021819979679933
Mojavia,-116.627679958194406,34.022313701895023
Mojavia,-116.640732727864005,34.025213588908493
Mojavia,-116.643079650613203,34.025721072907658
Mojavia,-116.644597037094897,34.026208350430778
Mojavia,-116.647316447501595,34.027136283176972
Mojavia,-116.655936231089001,34.030084487499010
Mojavia,-116.669503003590506,34.034725954922251
Mojavia,-116.671434307040698,34.035389254066260
Mojavia,-116.674225801352904,34.036367659453013
Mojavia,-116.675576107341598,34.036844528333908
Mojavia,-116.676742846308699,34.037245293836683
Mojavia,-116.692653127713399,34.042428701515277
Mojavia,-116.695361289424199,34.042934407329859
Mojavia,-116.700138686183195,34.043855858797862
Mojavia,-116.711757715400196,34.046372674343672
Mojavia,-116.713698728004005,34.046702128905807
Mojavia,-116.716133913220503,34.047081953581277
Mojavia,-116.721350446049200,34.047651231113967
Mojavia,-116.734155535368899,34.048508382101197
Mojavia,-116.738218857473498,34.048822534140790
Mojavia,-116.742304312054799,34.049020480280710
Mojavia,-116.745476826708696,34.049176228665878
Mojavia,-116.757809193206995,34.049958897691987
Mojavia,-116.758860164302106,34.049975632978366
Mojavia,-116.760027510938400,34.049938404150701
Mojavia,-116.762711534901896,34.049747346709587
Mojavia,-116.765032413513794,34.049582025562607
Mojavia,-116.769017607687701,34.049375641933501
Mojavia,-116.772533997077502,34.049023601764780
Mojavia,-116.775150007280700,34.048761685947753
Mojavia,-116.776224229912799,34.048654094445297
Mojavia,-116.779118930701401,34.048377166502640
Mojavia,-116.780142545412005,34.048173771732337
Mojavia,-116.786545911198800,34.047592710821668
Mojavia,-116.788001484107497,34.047609538430507
Mojavia,-116.789444571746401,34.047377629761208
Mojavia,-116.792086909397796,34.047072841303567
Mojavia,-116.798224612407395,34.046131865727581
Mojavia,-116.804120780445700,34.045691097439203
Mojavia,-116.812388227143202,34.045996650837587
Mojavia,-116.822872911520193,34.046952067794173
Mojavia,-116.826502117827204,34.046661640021838
Mojavia,-116.828460550175905,34.046494111892017
Mojavia,-116.829796135061201,34.046373948740097
Mojavia,-116.833052576171596,34.046246837342323
Mojavia,-116.838865575300503,34.046013907864833
Mojavia,-116.848760393835406,34.045008178932761
Mojavia,-116.854398398710103,34.041971044009642
Mojavia,-116.856790211992006,34.040621403874617
Mojavia,-116.862108087688199,34.038252485713357
Mojavia,-116.864206863864595,34.037313925685623
Mojavia,-116.870206381630197,34.035387131870849
Mojavia,-116.872742073656894,34.034724673591853
Mojavia,-116.875916549700193,34.034803988117410
Mojavia,-116.881782342882403,34.034769756353278
Mojavia,-116.884274645056806,34.034546971050418
Mojavia,-116.885432411302503,34.034548071157239
Mojavia,-116.894048291956494,34.034188607148110
Mojavia,-116.895124269843095,34.034141279270230
Mojavia,-116.897190651812096,34.034589769601602
Mojavia,-116.903818051865301,34.035944885350148
Mojavia,-116.907989316699698,34.037363605577532
Mojavia,-116.916286236291498,34.040314521233263
Mojavia,-116.917223142466497,34.040702345549533
Mojavia,-116.930010573244402,34.044992096642673
Mojavia,-116.932296529515696,34.045853651074403
Mojavia,-116.937862668542905,34.048389763886760
Mojavia,-116.941027981152502,34.049868835106437
Mojavia,-116.951559335270801,34.054499815331347
Mojavia,-116.953480254789696,34.055211378825383
Mojavia,-116.957122341809594,34.056399078482997
Mojavia,-116.961081339428105,34.057740446627349
Mojavia,-116.966669709953095,34.059384078842513
Mojavia,-116.968776611714404,34.059968134012223
Mojavia,-116.971670291777698,34.060847712913016
Mojavia,-116.980943668973794,34.063871059408811
Mojavia,-116.983179283981997,34.064551699137141
Mojavia,-116.984938974559796,34.065029945792091
Mojavia,-116.992003240134594,34.067081979531963
Mojavia,-116.999583740944701,34.069319204028048
